CAT_MAT;DESCRICAO;DOSAGEM;DOSE_DE_USO;APRESENTACAO;QUANT_DOSE_USO;QUANT_FRAC_APRESENT;FORMA_FARMACEUTICA;FRACIONADO;SOLICITA_FAR;TIPO;STATUS
292408;AZUL PATENTE INJ;2.5 | %    ;1;;;;;;;MED;Inativo
295273.1;B. SOL. PARENT 2000 ML;2000 | ML   ;1;;;;;;;MED;Inativo
295273.1;B. SOL. PARENT 2000 ML;2000 | ML   ;1 | BOLSA;BOLSA 2000 ML;1;2000;BOLSA;SIM;SIM;MED;Inativo
271746;BACLOFENO;10 | MG;1;;;;;;;MED;Inativo
271746;BACLOFENO;10 | MG;1 | COMP;COMPRIMIDO 10 MG;1;10;COMP;NAO;NAO;MED;Inativo
298574;BAMBUTEROL CLORIDRATO, SOLUCAO ORAL;1 | MG/ML;1 | FR;FRASCO 100 ML;1;100;FR;NAO;NAO;MED;Ativo
298574;BAMBUTEROL CLORIDRATO, SOLUCAO ORAL;1 | MG/ML;1;;;;;;;MED;Ativo
272028;BAMIFILINA;300 | MG;1;;;;;;;MED;Inativo
272028;BAMIFILINA;300 | MG;1 | DRAGEA;DRAGEA 300 MG;1;300;DRAGEA;NAO;NAO;MED;Inativo
292409;BASILIXIMABE, INJETAVEL;20 | MG;1;;;;;;;MED;Ativo
292409;BASILIXIMABE, INJETAVEL;20 | MG;1 | FR/AMP;FRASCO-AMPOLA 1 ML;1;1;FR/AMP;NAO;NAO;MED;Ativo
346586.2;BECLOMETASONA DIPROPIONATO, AEROSSOL BUCAL, FRASCO DOSEADOR C/ BOCAL AEROGADOR (FRASCO 130 DOSE);50 | MCG/DOSE;1 | FR;FRASCO 130 DOSE;1;200;FR;NAO;NAO;MED;Ativo
346586.2;BECLOMETASONA DIPROPIONATO, AEROSSOL BUCAL, FRASCO DOSEADOR C/ BOCAL AEROGADOR (FRASCO 130 DOSE);50 | MCG/DOSE;1;;;;;;;MED;Ativo
346586.1;BECLOMETASONA DIPROPIONATO, AEROSSOL BUCAL, FRASCO DOSEADOR C/ BOCAL AEROGADOR (FRASCO 200 DOSE);50 | MCG/DOSE;1;;;;;;;MED;Ativo
346586.1;BECLOMETASONA DIPROPIONATO, AEROSSOL BUCAL, FRASCO DOSEADOR C/ BOCAL AEROGADOR (FRASCO 200 DOSE);50 | MCG/DOSE;1 | FR;FRASCO 200 DOSE;1;200;FR;NAO;NAO;MED;Ativo
352411;BECLOMETASONA DIPROPIONATO, ASSOCIADA AO SALBUTAMOL, SUSPENSAO P/ INALACAO;400+800 | MCG/ML;1 | FLACONETE;FLACONETE 2 ML;1;2;FLACONETE;NAO;NAO;MED;Ativo
352411;BECLOMETASONA DIPROPIONATO, ASSOCIADA AO SALBUTAMOL, SUSPENSAO P/ INALACAO;400+800 | MCG/ML;1;;;;;;;MED;Ativo
267587;BECLOMETASONA DIPROPIONATO, PO PARA INALACAO ORAL, FRASCO DOSEADOR COM BOCAL AEROGADOR;200 | MCG  ;1;;;;;;;MED;Ativo
267589;BECLOMETASONA DIPROPIONATO, PO PARA INALACAO ORAL, FRASCO DOSEADOR COM BOCAL AEROGADOR;400 | MCG;1 | FR;FRASCO 100 DOSE;1;100;FR;NAO;NAO;MED;Ativo
267589;BECLOMETASONA DIPROPIONATO, PO PARA INALACAO ORAL, FRASCO DOSEADOR COM BOCAL AEROGADOR;400 | MCG;1;;;;;;;MED;Ativo
267587;BECLOMETASONA DIPROPIONATO, PO PARA INALACAO ORAL, FRASCO DOSEADOR COM BOCAL AEROGADOR;200 | MCG  ;1 | MCG;FRASCO 100 DOSE;1;100;FR;NAO;NAO;MED;Ativo
267582;BECLOMETASONA DIPROPIONATO, SPRAY NASAL, FRASCO DOSEADOR COM AEROGADOR NASAL;50 | MCG/DOSE;1 | DOSE;FRASCO 200 DOSE;1;200;FR;NAO;NAO;MED;Ativo
267582;BECLOMETASONA DIPROPIONATO, SPRAY NASAL, FRASCO DOSEADOR COM AEROGADOR NASAL;50 | MCG/DOSE;1;;;;;;;MED;Ativo
267907;BECLOMETASONA DIPROPIONATO, SUSPENSAO PARA INALACAO;400 | MCG/ML;1;;;;;;;MED;Ativo
267907;BECLOMETASONA DIPROPIONATO, SUSPENSAO PARA INALACAO;400 | MCG/ML;1 | FLACONETE;FLACONETE 2 ML;1;2;FLACONETE;NAO;NAO;MED;Ativo
267581;BECLOMETASONA SPRAY ORAL;250 | MCG/DOSE;1 | DOSE;FRASCO 200 DOSE;1;200;FR;SIM;SIM;MED;Inativo
267581;BECLOMETASONA SPRAY ORAL;250 | MCG/DOSE;1;;;;;;;MED;Inativo
308726.1;BENZOATO BENZILA FR 100 ML;250 | MG/ML;1;;;;;;;MED;Inativo
308726.1;BENZOATO BENZILA FR 100 ML;250 | MG/ML;1 | ML;FRASCO 100 ML;1;100;FR;SIM;SIM;MED;Inativo
308726.2;BENZOATO DE BENZILA EMULSAO TOPICA (FRASCO 60 ML);250 | MG/ML;1;;;;;;;MED;Ativo
308726.2;BENZOATO DE BENZILA EMULSAO TOPICA (FRASCO 60 ML);250 | MG/ML;1 | ML;FRASCO 60 ML;1;100;FR;SIM;SIM;MED;Ativo
311143;BENZOATO DE BENZILA, SABONETE;100 | MG/G;1 | UNI;UNIDADE 50 G;1;50;UNI;NAO;NAO;MED;Ativo
311143;BENZOATO DE BENZILA, SABONETE;100 | MG/G;1;;;;;;;MED;Ativo
395836;BENZOILMETRONIDAZOL, ASSOCIADO A NISTATINA E CLORETO DE BENZALCONIO, CREME VAGINAL, COM APLICADOR (S;250+100.000+5/4 | MG+UI+MG/G;1;;;;;;;MED;Ativo
395836;BENZOILMETRONIDAZOL, ASSOCIADO A NISTATINA E CLORETO DE BENZALCONIO, CREME VAGINAL, COM APLICADOR (S;250+100.000+5/4 | MG+UI+MG/G;1 | BISNAGA;BISNAGA 40 G;1;40;BISNAGA;NAO;NAO;MED;Ativo
394856;BENZOILMETRONIDAZOL SUSPENSAO ORAL;40 | MG/ML;1 | ML;FRASCO 100 ML;1;100;FR;SIM;SIM;MED;Inativo
394856;BENZOILMETRONIDAZOL SUSPENSAO ORAL;40 | MG/ML;1;;;;;;;MED;Inativo
385446;BETAMETASONA;0.5 | MG/ML;1 | GT;FRASCO 15 ML;1;300;FR;SIM;SIM;MED;Inativo
385446;BETAMETASONA;0.5 | MG/ML;1;;;;;;;MED;Inativo
270597;BETAMETASONA ACETATO COM BETAMETASONA FOSFATO;3 + 3 | MG/ML;1 | MG;AMPOLA;1;3;AMP;SIM;SIM;MED;Inativo
270597;BETAMETASONA ACETATO COM BETAMETASONA FOSFATO;3 + 3 | MG/ML;1;;;;;;;MED;Inativo
270590;BETAMETASONA DIPROP / FOSFATO;5 + 2 | MG/ML;1 | MG;AMPOLA;1;5;AMP;SIM;SIM;MED;Inativo
270590;BETAMETASONA DIPROP / FOSFATO;5 + 2 | MG/ML;1;;;;;;;MED;Inativo
270593;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM CETOCONAZOL E NEOMICINA, CREME;20 + 0,5 + 2,5 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
270593;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM CETOCONAZOL E NEOMICINA, CREME;20 + 0,5 + 2,5 | MG/G;1;;;;;;;MED;Ativo
284114;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM CETOCONAZOL, POMADA;0,5 + 20 | MCG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
284114;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM CETOCONAZOL, POMADA;0,5 + 20 | MCG/G;1;;;;;;;MED;Ativo
270591;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM GENTAMICINA SULFATO, CREME;0,5 + 1 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
270591;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM GENTAMICINA SULFATO, CREME;0,5 + 1 | MG/G;1;;;;;;;MED;Ativo
270596;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM GENTAMICINA SULFATO, POMADA;0,5 + 1 | MG/G;1;;;;;;;MED;Ativo
270596;BETAMETASONA, DIPROPIONATO, ASSOCIADA COM GENTAMICINA SULFATO, POMADA;0,5 + 1 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
270587;BETAMETASONA, DIPROPIONATO, CREME;0.64 | MG/G;1;;;;;;;MED;Ativo
270587;BETAMETASONA, DIPROPIONATO, CREME;0.64 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
270588;BETAMETASONA, DIPROPIONATO, POMADA;0.64 | MG/G;1;;;;;;;MED;Ativo
270588;BETAMETASONA, DIPROPIONATO, POMADA;0.64 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
396555;BETAMETASONA, ELIXIR;0.1 | MG/ML;1 | FR;FRASCO 120 ML;1;120;FR;NAO;NAO;MED;Ativo
396555;BETAMETASONA, ELIXIR;0.1 | MG/ML;1;;;;;;;MED;Ativo
340764;BETAMETASONA, FOSFATO DISSODICO, ASSOCIADA A GENTAMICINA SULFATO, EQUIVALENTE A 1MG + 3 MG/ML, SOLUC;1 + 3 | MG/ML;1;;;;;;;MED;Ativo
340764;BETAMETASONA, FOSFATO DISSODICO, ASSOCIADA A GENTAMICINA SULFATO, EQUIVALENTE A 1MG + 3 MG/ML, SOLUC;1 + 3 | MG/ML;1 | FR;FRASCO 10 ML;1;10;FR;NAO;NAO;MED;Ativo
282149;BETAMETASONA, FOSFATO, INJETAVEL;4 | MG/ML;1;;;;;;;MED;Ativo
282149;BETAMETASONA, FOSFATO, INJETAVEL;4 | MG/ML;1 | AMP;AMPOLA 1 ML;1;1;AMP;NAO;NAO;MED;Ativo
270602;BETAMETASONA, VALERATO, ASSOCIADA COM GENTAMICINA, CLIOQUINOL E TOLNAFTATO, CREME;0,5 + 1 + 10 + 10 | MG/G;1 | BISNAGA;BISNAGA 20 G;1;20;BISNAGA;NAO;NAO;MED;Ativo
270602;BETAMETASONA, VALERATO, ASSOCIADA COM GENTAMICINA, CLIOQUINOL E TOLNAFTATO, CREME;0,5 + 1 + 10 + 10 | MG/G;1;;;;;;;MED;Ativo
352179.2;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, CREME (BISNAGA 15 G);1 | MG/G;1 | BISNAGA;BISNAGA 15 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
352179.2;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, CREME (BISNAGA 15 G);1 | MG/G;1;;;;;;;MED;Ativo
352179.1;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, CREME (BISNAGA 30 G);1 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
352179.1;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, CREME (BISNAGA 30 G);1 | MG/G;1;;;;;;;MED;Ativo
352180;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, POMADA;1 | MG/G;1;;;;;;;MED;Ativo
352180;BETAMETASONA, VALERATO, EQUIVALENTE AO SAL BASE BETAMETASONA 1 MG/G, POMADA;1 | MG/G;1 | BISNAGA;BISNAGA 30 G;1;30;BISNAGA;NAO;NAO;MED;Ativo
284435;BETAXOLOL CLORIDRATO, SOLUCAO OFTALMICA;5 | MG/ML;1 | FR;FRASCO 5 ML;1;5;FR;NAO;NAO;MED;Ativo
284435;BETAXOLOL CLORIDRATO, SOLUCAO OFTALMICA;5 | MG/ML;1;;;;;;;MED;Ativo
311390;BEVACIZUMABE INJ;25 | MG/ML;1;;;;;;;MED;Inativo
311390;BEVACIZUMABE INJ;25 | MG/ML;1 | MG;FRASCO-AMPOLA 4 ML;1;100;FR/AMP;SIM;SIM;MED;Inativo
311390.2;BEVACIZUMABE, 400MG, 16ML;25 | MG/ML;1 | MG;FRASCO AMPOLA 16ML;1;400;FR/AMP;SIM;SIM;MED;Inativo
311390.2;BEVACIZUMABE, 400MG, 16ML;25 | MG/ML;1;;;;;;;MED;Inativo
271761;BICALUTAMIDA;50 | MG;1 | COMP;COMPRIMIDO 50 MG;1;50;COMP;NAO;NAO;MED;Inativo
271761;BICALUTAMIDA;50 | MG;1;;;;;;;MED;Inativo
276097;BICARBONATO DE SODIO, SOLUCAO INJETAVEL;10 | %    ;1;;;;;;;MED;Ativo
276097;BICARBONATO DE SODIO, SOLUCAO INJETAVEL;10 | %    ;1 | ML;AMPOLA 10 ML;1;10;AMP;SIM;SIM;MED;Ativo
268222.2;BICARBONATO SODIO AMP 10 ML;8.4 | %    ;1;;;;;;;MED;Inativo
268222.2;BICARBONATO SODIO AMP 10 ML;8.4 | %    ;1 | ML;AMPOLA 10 ML;1;250;AMP;SIM;SIM;MED;Inativo
394088;BICARBONATO SODIO BOLSA 250 ML;8.4 | %    ;1 | ML;BOLSA 250 ML;1;250;BOLSA;SIM;SIM;MED;Inativo
394088;BICARBONATO SODIO BOLSA 250 ML;8.4 | %    ;1;;;;;;;MED;Inativo
268222.1;BICARBONATO SODIO F/A 250 ML;8.4 | %    ;1 | ML;FRASCO-AMPOLA 250 ML;1;250;FR/AMP;SIM;NAO;MED;Inativo
268222.1;BICARBONATO SODIO F/A 250 ML;8.4 | %    ;1;;;;;;;MED;Inativo
380419;BIMATOPROSTA, ASSOCIADA COM TIMOLOL MALEATO, SOLUCAO OFTALMICA;0,03 + 0,5 | MG/ML;1 | FR;FRASCO 3 ML;1;3;FR;NAO;NAO;MED;Ativo
380419;BIMATOPROSTA, ASSOCIADA COM TIMOLOL MALEATO, SOLUCAO OFTALMICA;0,03 + 0,5 | MG/ML;1;;;;;;;MED;Ativo
271848.2;BIMATOPROSTA, SOLUCAO OFTALMICA (FRASCO 3 ML);0.3 | MG/ML;1;;;;;;;MED;Ativo
271848.2;BIMATOPROSTA, SOLUCAO OFTALMICA (FRASCO 3 ML);0.3 | MG/ML;1 | FR;FRASCO 3 ML;1;5;FR;NAO;NAO;MED;Ativo
271848.1;BIMATOPROSTA, SOLUCAO OFTALMICA (FRASCO 5 ML);0.3 | MG/ML;1;;;;;;;MED;Ativo
271848.1;BIMATOPROSTA, SOLUCAO OFTALMICA (FRASCO 5 ML);0.3 | MG/ML;1 | FR;FRASCO 5 ML;1;5;FR;NAO;NAO;MED;Ativo
270140;BIPERIDENO;2 | MG;1;;;;;;;MED;Inativo
270140;BIPERIDENO;2 | MG;1 | COMP;COMPRIMIDO 2 MG;1;2;COMP;NAO;NAO;MED;Inativo
269603;BISACODIL;5 | MG;1 | DRAGEA;DRAGEA 5 MG;1;5;DRAGEA;NAO;NAO;MED;Inativo
269603;BISACODIL;5 | MG;1;;;;;;;MED;Inativo
398707;BLEOMICINA INJ;15 | UI   ;1;;;;;;;MED;Inativo
398707;BLEOMICINA INJ;15 | UI   ;1 | UI;FRASCO-AMPOLA;1;15;FR/AMP;SIM;SIM;MED;Inativo
381763;BOLSA MULTILAMINAR 3X1C/1 SOL. AA 10% 1 DE GLIC 40% C/CA++ 1 LIP OLIVA/SOJA 20%;1 | KCAL/ML;1 | BOLSA;BOLSA 1000ML;1;;BOLSA;NAO;NAO;MED;Inativo
381763;BOLSA MULTILAMINAR 3X1C/1 SOL. AA 10% 1 DE GLIC 40% C/CA++ 1 LIP OLIVA/SOJA 20%;1 | KCAL/ML;1;;;;;;;MED;Inativo
295273.2;BOLSA NUTRICAO PARENTERAL (1000 ML);10 | %    ;1;;;;;;;MED;Ativo
295273.2;BOLSA NUTRICAO PARENTERAL (1000 ML);10 | %    ;1 | BOLSA;BOLSA 1000 ML;1;2000;BOLSA;SIM;SIM;MED;Ativo
301976;BOLSA NUTRICAO PARENTERAL 1000 ML;1 | KCAL/ML;1 | BOLSA;BOLSA 1000 ML;1;1000;BOLSA;SIM;SIM;MED;Ativo
301976;BOLSA NUTRICAO PARENTERAL 1000 ML;1 | KCAL/ML;1;;;;;;;MED;Ativo
295268;BOLSA NUTRIC?O PARENTERAL 1000 ML;1000 | ML   ;1 | ML;BOLSA;1;2000;BOLSA;SIM;SIM;MED;Inativo
295268;BOLSA NUTRIC?O PARENTERAL 1000 ML;1000 | ML   ;1;;;;;;;MED;Inativo
279616;BOLSA NUTRICAO PARENTERAL 2000 ML;2000 | ML   ;1;;;;;;;MED;Inativo
279616;BOLSA NUTRICAO PARENTERAL 2000 ML;2000 | ML   ;1 | BOLSA;BOLSA 2000 ML;1;2000;BOLSA;SIM;SIM;MED;Inativo
280201;BORTEZOMIBE;3.5 | MG;1;;;;;;;MED;Inativo
280201;BORTEZOMIBE;3.5 | MG;1 | MG;FRASCO-AMPOLA;1;4;FR/AMP;SIM;SIM;MED;Inativo
268352.1;BRIMONIDINA COL FR 10 ML;0.2 | %    ;1;;;;;;;MED;Inativo
268352.1;BRIMONIDINA COL FR 10 ML;0.2 | %    ;1 | GT;FRASCO 10 ML;1;200;FR;SIM;SIM;MED;Inativo
268352.2;BRIMONIDINA COL FR 5 ML;0.2 | %    ;1;;;;;;;MED;Inativo
268352.2;BRIMONIDINA COL FR 5 ML;0.2 | %    ;1 | GT;FRASCO 5 ML;1;200;FR;SIM;SIM;MED;Inativo
274191.1;BRIMONIDINA TARTARATO, COLIRIO (FRASCO 10 ML);0.15 | %    ;1 | ML;FRASCO 10 ML;1;10;FR;NAO;NAO;MED;Ativo
274191.1;BRIMONIDINA TARTARATO, COLIRIO (FRASCO 10 ML);0.15 | %    ;1;;;;;;;MED;Ativo
274191.2;BRIMONIDINA TARTARATO, COLIRIO (FRASCO 5 ML);0.15 | %    ;1;;;;;;;MED;Ativo
274191.2;BRIMONIDINA TARTARATO, COLIRIO (FRASCO 5 ML);0.15 | %    ;1 | ML;FRASCO 5 ML;1;10;FR;NAO;NAO;MED;Ativo
319000.1;BRIMONIDINA TARTARATO COM TIMOLOL MALEATO SOLUCAO OFTALMICA (FRASCO 10 ML);0,2 + 0,5 | %    ;1;;;;;;;MED;Ativo
319000.1;BRIMONIDINA TARTARATO COM TIMOLOL MALEATO SOLUCAO OFTALMICA (FRASCO 10 ML);0,2 + 0,5 | %    ;1 | GT;FRASCO 10 ML;1;200;FR;SIM;SIM;MED;Ativo
319000.2;BRIMONIDINA TARTARATO COM TIMOLOL MALEATO SOLUCAO OFTALMICA (FRASCO 5 ML);0,2 + 0,5 | %    ;1 | GT;FRASCO 5 ML;1;200;FR;SIM;SIM;MED;Ativo
319000.2;BRIMONIDINA TARTARATO COM TIMOLOL MALEATO SOLUCAO OFTALMICA (FRASCO 5 ML);0,2 + 0,5 | %    ;1;;;;;;;MED;Ativo
392403;BRIMONIDINA TARTARATO, SOLUCAO OFTALMICA;0.1 | %    ;1 | ML;FRASCO 5 ML;1;5;FR;NAO;NAO;MED;Ativo
392403;BRIMONIDINA TARTARATO, SOLUCAO OFTALMICA;0.1 | %    ;1;;;;;;;MED;Ativo
288859.2;BROCA ACO INOXIDAVEL, CORTANTE, 5 MM, ACOPLAVEL A DRILL MIDAS REX G6-330, 5,3 CM; | ;0;;;;;;;MED;Inativo
288859.2;BROCA ACO INOXIDAVEL, CORTANTE, 5 MM, ACOPLAVEL A DRILL MIDAS REX G6-330, 5,3 CM; | ;0 | ;;;;;;;MED;Inativo
400131;BROCA DIAMANTADA, 4 CM, 1,7MM, COMPATIVEL COM APARELHO DRILL MIDAS REX II, DELICADA, NEUROCIRURGIA; | ;0 | ;;;;;;;MED;Inativo
400131;BROCA DIAMANTADA, 4 CM, 1,7MM, COMPATIVEL COM APARELHO DRILL MIDAS REX II, DELICADA, NEUROCIRURGIA; | ;0;;;;;;;MED;Inativo
271773;BROMAZEPAM;3 | MG;1;;;;;;;MED;Ativo
271773;BROMAZEPAM;3 | MG;1 | COMP;COMPRIMIDO 3 MG;1;3;COMP;NAO;NAO;MED;Ativo
269823;BROMEXINA;2 | MG/ML;1 | GT;FRASCO 50 ML;1;1000;FR;SIM;SIM;MED;Inativo
269823;BROMEXINA;2 | MG/ML;1;;;;;;;MED;Inativo
269822;BROMEXINA CLORIDRATO, XAROPE;0.8 | MG/ML;1 | ML;FRASCO 120 ML;1;120;FR;NAO;NAO;MED;Ativo
269821;BROMEXINA CLORIDRATO, XAROPE;1.6 | MG/ML;1;;;;;;;MED;Ativo
269822;BROMEXINA CLORIDRATO, XAROPE;0.8 | MG/ML;1;;;;;;;MED;Ativo
269821;BROMEXINA CLORIDRATO, XAROPE;1.6 | MG/ML;1 | ML;FRASCO 120 ML;1;120;FR;NAO;NAO;MED;Ativo
270143;BROMOCRIPTINA MESILATO;2.5 | MG;1;;;;;;;MED;Ativo
270143;BROMOCRIPTINA MESILATO;2.5 | MG;1 | COMP;FRASCO 2,5 MG;1;3;COMP;NAO;NAO;MED;Ativo
269954;BROMOPRIDA;10 | MG;1 | CPS;CAPSULA 10 MG;1;10;CPS;SIM;SIM;MED;Inativo
269954;BROMOPRIDA;10 | MG;1;;;;;;;MED;Inativo
269956;BROMOPRIDA GTS;4 | MG/ML;1 | GT;FRASCO 20 ML;1;400;FR;SIM;SIM;MED;Inativo
269956;BROMOPRIDA GTS;4 | MG/ML;1;;;;;;;MED;Inativo
269958;BROMOPRIDA INJ;5 | MG/ML;1 | ML;AMPOLA 2 ML;1;2;AMP;SIM;SIM;MED;Inativo
269958;BROMOPRIDA INJ;5 | MG/ML;1;;;;;;;MED;Inativo
276384;BUDESONIDA;3 | MG;1 | CPS;CAPSULA;1;;CPS;SIM;SIM;MED;Inativo
276384;BUDESONIDA;3 | MG;1;;;;;;;MED;Inativo
266699;BUDESONIDA AEROSSOL BUCAL;50 | MCG/ML;1;;;;;;;MED;Inativo
266699;BUDESONIDA AEROSSOL BUCAL;50 | MCG/ML;1 | DOSE;FRASCO 100 DOSE;1;100;FR;SIM;SIM;MED;Inativo
266700.1;BUDESONIDA AEROSSOL BUCAL FRASCO COM VALVULA DOSIFICADORA (FRASCO 200 DOSE);200 | MCG  ;1;;;;;;;MED;Ativo
266700.1;BUDESONIDA AEROSSOL BUCAL FRASCO COM VALVULA DOSIFICADORA (FRASCO 200 DOSE);200 | MCG  ;1 | DOSE;FRASCO 200 DOSE;1;200;FR;SIM;SIM;MED;Ativo
266700.2;BUDESONIDA AEROSSOL FR 100 DOSE;200 | MCG  ;1;;;;;;;MED;Inativo
266700.2;BUDESONIDA AEROSSOL FR 100 DOSE;200 | MCG  ;1 | DOSE;FRASCO 100 DOSE;1;200;FR;SIM;SIM;MED;Inativo
266706;BUDESONIDA AEROSSOL NASAL;32 | MCG/DOSE;1;;;;;;;MED;Inativo
266706;BUDESONIDA AEROSSOL NASAL;32 | MCG/DOSE;1 | DOSE;FRASCO 120 DOSE;1;120;FR;SIM;SIM;MED;Inativo
266707;BUDESONIDA, AEROSSOL NASAL, FRASCO COM VALVULA DOSIFICADORA;64 | MCG/DOSE;1;;;;;;;MED;Ativo
266701;BUDESONIDA, AEROSSOL NASAL, FRASCO COM VALVULA DOSIFICADORA;50 | MCG/DOSE;1;;;;;;;MED;Ativo
266707;BUDESONIDA, AEROSSOL NASAL, FRASCO COM VALVULA DOSIFICADORA;64 | MCG/DOSE;1 | FR;FRASCO 120 DOSE;1;120;FR;NAO;NAO;MED;Ativo
266701;BUDESONIDA, AEROSSOL NASAL, FRASCO COM VALVULA DOSIFICADORA;50 | MCG/DOSE;1 | FR;FRASCO 120 DOSE;1;120;FR;NAO;NAO;MED;Ativo
352397;BUDESONIDA, CAPSULA PO INALANTE, COM INALADOR;200 | MCG;1 | CPS;CAPSULA 200 MCG;1;200;CPS;NAO;NAO;MED;Ativo
352397;BUDESONIDA, CAPSULA PO INALANTE, COM INALADOR;200 | MCG;1;;;;;;;MED;Ativo
266703;BUDESONIDA, PO INALANTE, FRASCO COM VALVULA DOSIFICADORA;100 | MCG/DOSE;1 | FR;FRASCO 200 DOSE;1;200;FR;NAO;NAO;MED;Ativo
266703;BUDESONIDA, PO INALANTE, FRASCO COM VALVULA DOSIFICADORA;100 | MCG/DOSE;1;;;;;;;MED;Ativo
273893;BUDESONIDA SUSP;0.25 | MG/ML;1 | FR;FRASCO 2 ML;1;2;FR;NAO;NAO;MED;Inativo
273893;BUDESONIDA SUSP;0.25 | MG/ML;1;;;;;;;MED;Inativo
273892;BUDESONIDA, SUSPENSAO PARA NEBULIZACAO;0.5 | MG/ML;1;;;;;;;MED;Ativo
273892;BUDESONIDA, SUSPENSAO PARA NEBULIZACAO;0.5 | MG/ML;1 | FR;FRASCO 2 ML;1;2;FR;NAO;NAO;MED;Ativo
269573;BUPIVACAINA CLORIDRATO, SOLUCAO INJETAVEL;0.25 | %    ;1;;;;;;;MED;Ativo
269573;BUPIVACAINA CLORIDRATO, SOLUCAO INJETAVEL;0.25 | %    ;1 | ML;FRASCO-AMPOLA 20 ML;1;20;FR/AMP;SIM;SIM;MED;Ativo
270096;BUPIVACAINA COM EPINEFRINA INJ;0.5 | %    ;1 | ML;FRASCO-AMPOLA 20 ML;1;20;FR/AMP;SIM;SIM;MED;Inativo
270096;BUPIVACAINA COM EPINEFRINA INJ;0.5 | %    ;1;;;;;;;MED;Inativo
270096.2;BUPIVACAINA COM EPINEFRINA 1,8ML;0,5 | %    ;1;;;;;;;MED;Inativo
270096.2;BUPIVACAINA COM EPINEFRINA 1,8ML;0,5 | %    ;1 | TUBETE;TUBETE 1,8ML;1;;TUBETE;NAO;NAO;MED;Inativo
270095;BUPIVACAINA COM GLICOSE INJ;5 + 80 | MG/ML;1;;;;;;;MED;Inativo
270095;BUPIVACAINA COM GLICOSE INJ;5 + 80 | MG/ML;1 | ML;FRASCO-AMPOLA 4 ML;1;80;AMP;SIM;SIM;MED;Inativo
269574;BUPIVACAINA INJ;0.5 | %    ;1 | ML;FRASCO-AMPOLA 20 ML;1;20;FR/AMP;SIM;SIM;MED;Inativo
269575;BUPIVACAINA INJ;0.75 | %    ;1;;;;;;;MED;Inativo
269574;BUPIVACAINA INJ;0.5 | %    ;1;;;;;;;MED;Inativo
269575;BUPIVACAINA INJ;0.75 | %    ;1 | ML;FRASCO-AMPOLA 20 ML;1;20;FR/AMP;SIM;SIM;MED;Inativo
269572;BUPIVACAINA ISOBARICA INJ;0.5 | %    ;1 | ML;AMPOLA 4 ML;1;4;AMP;SIM;SIM;MED;Inativo
269572;BUPIVACAINA ISOBARICA INJ;0.5 | %    ;1;;;;;;;MED;Inativo
269574.2;BUPIVACAINA 0,5% 1,8ML;0,5 | %    ;1;;;;;;;MED;Inativo
269574.2;BUPIVACAINA 0,5% 1,8ML;0,5 | %    ;1 | TUBETE;TUBETE 1,8ML;1;;TUBETE;NAO;NAO;MED;Inativo
270439;BUSSULFANO;2 | MG;1 | COMP;COMP;1;;COMP;NAO;NAO;MED;Ativo
270439;BUSSULFANO;2 | MG;1;;;;;;;MED;Ativo
268084;CABERGOLINA;0.5 | MG;1;;;;;;;MED;Ativo
268084;CABERGOLINA;0.5 | MG;1 | COMP;COMPRIMIDO 0,5 MG;1;1;COMP;NAO;NAO;MED;Ativo
354714;CAL SODADA;4.5 | KG;1 | KG;EMBALAGEM 4,5 KG;1;5;EMB;SIM;NAO;MED;Inativo
354714;CAL SODADA;4.5 | KG;1;;;;;;;MED;Inativo
